Rowid,Timestamp,Anonymized Vehicle number,Vehicle type,Number of axles,Tollplaza id,Tollplaza code,Type of Payment code,Vehicle Code
1,Mon Aug  9 11:59:19 2021,2363499,truck,4,4778,PCCCADDBD,PTP,VCB43
1,Thu Aug  5 13:25:09 2021,7357884,car,2,4564,PC29D136F,PTP,VC965
1,Tue Aug  3 05:43:40 2021,7961905,car,2,4233,PC57279D0,PTE,VC965
1,Fri Aug  6 23:21:50 2021,5376521,truck,4,4883,PCB325DCD,PTP,VCB43
1,Thu Aug 19 09:52:21 2021,8726172,car,2,4207,PC76EDF79,PTP,VC965
1,Sat Aug 21 11:46:27 2021,631625,car,2,4971,PC0BD172F,PTE,VC965
1,Thu Aug  5 13:02:03 2021,9216749,truck,4,4158,PCAA68777,PTC,VCB43
1,Fri Aug 13 21:21:37 2021,7608455,car,2,4717,PC44877F1,PTC,VC965
1,Tue Aug  3 00:37:24 2021,9756739,truck,4,4996,PC6A4F55F,PTE,VCB43
1,Tue Aug 17 11:48:31 2021,8620692,car,2,4406,PC7A54E18,PTC,VC965
1,Thu Aug  5 13:49:21 2021,1329720,van,2,4854,PCB6F1968,PTP,VCD2F
1,Wed Aug  4 13:35:38 2021,6975658,car,2,4173,PC0EB640E,PTP,VC965
1,Sun Aug  8 05:34:48 2021,8310131,truck,4,4703,PC395ADCB,PTP,VCB43
1,Fri Aug  6 11:51:37 2021,8601722,truck,4,4031,PC0214185,PTE,VCB43
1,Fri Aug  6 20:36:42 2021,365773,van,2,4069,PCC48608C,PTE,VCD2F
1,Tue Aug  3 02:18:36 2021,7224143,car,2,4691,PCFAB001F,PTE,VC965
1,Fri Aug 20 19:30:02 2021,4049180,car,2,4889,PC3547FAD,PTC,VC965
1,Wed Aug  4 04:05:39 2021,9812817,car,2,4872,PC5B45CE7,PTC,VC965
1,Sat Aug 21 17:21:17 2021,8630963,car,2,4294,PC867796D,PTP,VC965
1,Tue Aug 17 02:06:38 2021,2861661,car,2,4771,PC71FE98A,PTE,VC965
1,Sun Aug 15 05:22:27 2021,3679148,car,2,4862,PC3BDDA71,PTE,VC965
1,Thu Aug  5 02:38:48 2021,4655140,car,2,4898,PC0AE9E1B,PTP,VC965
1,Sun Aug  8 23:36:36 2021,3141961,car,2,4894,PCDADB8C6,PTC,VC965
1,Tue Aug 10 05:45:27 2021,7675709,car,2,4823,PC89A3BCF,PTP,VC965
1,Thu Aug  5 04:56:51 2021,6277780,car,2,4910,PC75BC2DF,PTC,VC965
1,Mon Aug  2 07:13:42 2021,4533513,car,2,4229,PCD0DDD3D,PTC,VC965
1,Sun Aug 15 08:29:05 2021,119938,car,2,4137,PC4FA703F,PTE,VC965
1,Mon Aug 16 14:49:19 2021,742706,car,2,4255,PCB7E7138,PTC,VC965
1,Tue Aug  3 12:51:15 2021,1310157,car,2,4192,PC74F6341,PTP,VC965
1,Thu Jul 29 15:37:26 2021,3938752,van,2,4461,PCACD9839,PTP,VCD2F
1,Fri Aug 20 05:27:31 2021,3469277,car,2,4638,PCB7AC8AA,PTE,VC965
1,Fri Aug 13 23:44:37 2021,5036741,car,2,4557,PC6C80A46,PTE,VC965
1,Fri Aug 20 18:21:31 2021,6583554,car,2,4881,PCDE20E6F,PTE,VC965
1,Mon Aug  9 04:43:34 2021,5049117,car,2,4688,PCCB4C86D,PTP,VC965
1,Sat Aug 21 13:55:09 2021,2085007,car,2,4801,PC119E3A6,PTC,VC965
1,Mon Aug  2 09:59:19 2021,7670522,car,2,4574,PCC1F6F13,PTP,VC965
1,Sun Aug  8 07:59:29 2021,4536744,van,2,4275,PC1DA31F7,PTE,VCD2F
1,Thu Aug 12 04:13:38 2021,6219580,truck,4,4040,PCB335328,PTP,VCB43
1,Thu Aug 19 18:08:01 2021,3616124,car,2,4419,PC99BB7A3,PTP,VC965
1,Sat Aug  7 02:31:50 2021,8974400,car,2,4990,PCFE28E92,PTE,VC965
1,Sat Jul 31 16:33:06 2021,1859742,truck,4,4257,PC1AB9C93,PTE,VCB43
1,Thu Aug 19 01:43:21 2021,2689863,car,2,4919,PC7A3A5CF,PTE,VC965
1,Thu Aug  5 14:32:30 2021,2288764,car,2,4614,PC08910B7,PTP,VC965
1,Tue Aug 10 14:33:36 2021,678672,car,2,4505,PCEF64195,PTP,VC965
1,Tue Aug  3 05:37:27 2021,7115956,car,2,4035,PC1B1D964,PTP,VC965
1,Thu Aug 19 13:02:06 2021,8015126,car,2,4073,PCA3797CA,PTE,VC965
1,Sat Aug 21 17:27:12 2021,1062438,car,2,4925,PCE5E04A2,PTC,VC965
1,Wed Aug 18 12:26:01 2021,8917434,car,2,4771,PC71FE98A,PTP,VC965
1,Thu Aug 19 15:54:23 2021,636417,car,2,4670,PC2BE6D87,PTP,VC965
1,Wed Aug 11 14:51:46 2021,3408053,truck,4,4652,PC74A3585,PTE,VCB43
1,Sat Jul 31 09:01:32 2021,3265744,car,2,4876,PCDFCFF53,PTP,VC965
1,Wed Aug  4 12:05:22 2021,385464,car,2,4039,PC73BE1E2,PTE,VC965
1,Fri Aug 13 16:34:25 2021,4442890,car,2,4477,PCA857A23,PTC,VC965
1,Sat Aug  7 07:45:33 2021,4961289,car,2,4433,PC1DEB043,PTE,VC965
1,Thu Jul 29 12:30:40 2021,5444872,car,2,4981,PC6B14C5D,PTP,VC965
1,Sun Aug  8 16:50:09 2021,9024579,car,2,4054,PC7E79FA0,PTE,VC965
1,Thu Aug 12 08:57:58 2021,4272208,car,2,4003,PC83F544D,PTC,VC965
1,Mon Aug  9 13:54:38 2021,4789129,car,2,4086,PC23E470D,PTP,VC965
1,Sat Aug 14 12:07:32 2021,2200036,truck,4,4264,PC9DFEBB0,PTP,VCB43
1,Mon Aug  9 01:12:19 2021,1064058,van,2,4158,PCAA68777,PTC,VCD2F
1,Thu Aug 12 20:45:35 2021,4555702,car,2,4739,PC07289CF,PTP,VC965
1,Mon Aug 16 17:34:18 2021,9859390,car,2,4626,PC93E7766,PTP,VC965
1,Thu Aug 12 13:14:55 2021,469677,car,2,4458,PCECEBBFA,PTC,VC965
1,Fri Jul 30 19:05:40 2021,8713573,car,2,4219,PC40E6113,PTE,VC965
1,Thu Aug  5 13:24:33 2021,5680177,car,2,4329,PCF9CCB5A,PTE,VC965
1,Sat Aug  7 08:48:03 2021,9316543,car,2,4108,PC7C55512,PTC,VC965
1,Sun Aug  1 05:46:47 2021,3443833,truck,4,4912,PC526B1EC,PTE,VCB43
1,Tue Aug  3 09:32:00 2021,72829,car,2,4226,PCDC5C9E2,PTP,VC965
1,Wed Aug 11 01:54:20 2021,9671579,truck,4,4781,PC0D83A1E,PTP,VCB43
1,Fri Aug 13 03:47:03 2021,265177,car,2,4379,PC87C8BC4,PTP,VC965
1,Fri Aug 13 10:08:11 2021,5521943,car,2,4707,PC98F856D,PTE,VC965
1,Sun Aug  8 02:59:07 2021,217040,car,2,4705,PC174C464,PTP,VC965
1,Wed Aug 18 10:36:59 2021,9001033,truck,4,4379,PC87C8BC4,PTC,VCB43
1,Sat Aug  7 23:15:38 2021,3852520,truck,4,4386,PC948D5B2,PTP,VCB43
1,Sun Aug  1 13:30:32 2021,4916937,car,2,4923,PC8A7A22A,PTC,VC965
1,Wed Aug 11 07:07:40 2021,7727245,truck,4,4143,PC5F47DCF,PTP,VCB43
1,Sun Aug 15 06:26:19 2021,5284243,car,2,4496,PC3FD65C8,PTE,VC965
1,Sun Aug 15 03:37:28 2021,2016164,truck,4,4878,PC08F56A1,PTC,VCB43
1,Tue Aug  3 09:55:33 2021,7580167,car,2,4989,PC7D7AE48,PTC,VC965
1,Sun Aug  1 08:52:52 2021,3885881,car,2,4190,PCDFC1E11,PTC,VC965
1,Thu Aug 19 19:18:56 2021,1791001,truck,4,4130,PC9F22103,PTE,VCB43
1,Fri Jul 30 21:32:55 2021,1193693,truck,4,4682,PCBB02F92,PTE,VCB43
1,Sat Aug 14 10:42:34 2021,4800344,car,2,4901,PCE32D2F9,PTE,VC965
1,Thu Aug 19 22:19:57 2021,8415109,car,2,4882,PC8616CD8,PTE,VC965
1,Sat Aug 14 00:33:38 2021,3557227,car,2,4187,PCF8D98DC,PTC,VC965
1,Fri Aug 13 11:39:36 2021,1725486,car,2,4626,PC93E7766,PTC,VC965
1,Sat Aug  7 04:57:20 2021,1578334,car,2,4262,PCCB12F8C,PTE,VC965
1,Thu Aug 12 14:19:20 2021,7181419,van,2,4097,PCB1B5BEC,PTE,VCD2F
1,Wed Aug 18 11:18:37 2021,6178202,truck,4,4678,PCD175301,PTP,VCB43
1,Sun Aug 22 03:41:12 2021,1555473,car,2,4551,PCCA5979C,PTC,VC965
1,Mon Aug  2 03:25:22 2021,9309819,car,2,4322,PC262D624,PTE,VC965
1,Sat Jul 31 08:12:47 2021,5486002,car,2,4541,PCC6A4CD8,PTE,VC965
1,Sun Aug  8 12:07:37 2021,7949728,car,2,4448,PC19F3DBB,PTE,VC965
1,Thu Jul 29 12:55:33 2021,5538154,truck,4,4855,PC03C5C15,PTP,VCB43
1,Thu Aug  5 04:11:01 2021,2105707,car,2,4032,PC578F087,PTP,VC965
1,Wed Aug 18 11:36:27 2021,3512656,truck,4,4661,PC1585DF2,PTE,VCB43
1,Sun Aug  1 12:20:54 2021,3241304,truck,4,4649,PCC3608EC,PTP,VCB43
1,Sun Aug 22 06:28:19 2021,4790335,car,2,4104,PC0A63844,PTP,VC965
1,Tue Aug 17 12:46:20 2021,2118537,car,2,4892,PC7AA5B2F,PTC,VC965
1,Sat Aug  7 00:49:21 2021,2838609,car,2,4635,PC3C8B99E,PTE,VC965
1,Thu Aug  5 11:40:28 2021,1310521,car,2,4450,PC0B2B03E,PTC,VC965
1,Sat Aug 21 08:57:29 2021,273771,truck,4,4482,PCB6A16D7,PTE,VCB43
1,Sat Aug  7 11:40:14 2021,9169841,car,2,4370,PC70B7987,PTP,VC965
1,Wed Aug 18 00:48:37 2021,8176976,car,2,4057,PC4B0DCD2,PTP,VC965
1,Sat Aug  7 02:53:00 2021,8380400,car,2,4402,PC85224D1,PTE,VC965
1,Sat Jul 31 00:57:44 2021,2381258,van,2,4933,PC419F41D,PTC,VCD2F
1,Fri Aug 13 08:24:14 2021,652968,van,2,4044,PC3546931,PTP,VCD2F
1,Thu Jul 29 19:51:24 2021,27178,car,2,4886,PC4D892D7,PTE,VC965
1,Tue Aug 17 07:12:50 2021,9019046,car,2,4053,PC5F1CD83,PTC,VC965
1,Sat Aug 14 04:48:55 2021,6919300,truck,4,4682,PCBB02F92,PTP,VCB43
1,Mon Aug  2 03:09:09 2021,8236303,truck,4,4631,PCFFF6463,PTE,VCB43
1,Sat Jul 31 18:46:28 2021,8790811,car,2,4432,PC4CBEFF5,PTC,VC965
1,Tue Aug 10 14:02:09 2021,5725462,truck,4,4964,PC52C0F45,PTC,VCB43
1,Mon Aug  2 14:18:21 2021,3166479,car,2,4088,PC14008D5,PTP,VC965
1,Mon Aug 16 07:44:22 2021,2336060,car,2,4699,PC2C1B987,PTC,VC965
1,Sun Aug  8 16:44:11 2021,7300971,car,2,4765,PC795A0A3,PTE,VC965
1,Mon Aug 16 06:46:47 2021,5036292,car,2,4942,PCD51A740,PTP,VC965
1,Mon Aug  2 15:28:14 2021,56342,car,2,4234,PC5EBC1E1,PTP,VC965
1,Sat Aug 14 13:41:19 2021,9022041,car,2,4375,PCAE085FE,PTE,VC965
1,Tue Aug 10 02:30:49 2021,565508,truck,4,4143,PC5F47DCF,PTP,VCB43
1,Wed Aug  4 01:27:09 2021,6548394,car,2,4603,PC485BE5B,PTC,VC965
1,Fri Jul 30 20:00:14 2021,291552,car,2,4629,PCC5E1C04,PTE,VC965
1,Sat Aug  7 07:50:31 2021,3480875,truck,4,4513,PC52F533C,PTE,VCB43
1,Sun Aug 15 14:46:48 2021,4352375,van,2,4465,PCA227C6B,PTP,VCD2F
1,Wed Aug 18 20:14:30 2021,8085096,van,2,4499,PC1EEDA04,PTE,VCD2F
1,Tue Aug  3 19:43:37 2021,898290,truck,4,4144,PCAC7E4C1,PTE,VCB43
1,Fri Aug 20 14:18:20 2021,5026699,truck,4,4481,PC30AAE76,PTC,VCB43
1,Wed Aug 11 08:37:16 2021,6093454,car,2,4136,PCA579A65,PTE,VC965
1,Sat Aug 21 13:36:55 2021,3160757,car,2,4271,PC28E44E2,PTE,VC965
1,Mon Aug 16 10:10:24 2021,8591194,truck,4,4129,PCA6127FF,PTE,VCB43
1,Mon Aug  2 17:35:48 2021,3771364,car,2,4004,PCB278A8B,PTC,VC965
1,Fri Aug 13 10:29:43 2021,4059948,truck,4,4719,PCBD66B01,PTE,VCB43
1,Thu Aug 12 17:05:39 2021,7438213,car,2,4122,PC8ED616E,PTE,VC965
1,Fri Jul 30 01:37:42 2021,2151785,van,2,4498,PCA770E5A,PTC,VCD2F
1,Sun Aug  8 15:37:48 2021,8930261,car,2,4625,PC186BCA8,PTP,VC965
1,Wed Aug  4 10:16:13 2021,848357,car,2,4497,PC76FDDEA,PTP,VC965
1,Fri Aug  6 09:57:48 2021,1314858,car,2,4131,PC4C9B108,PTP,VC965
1,Thu Aug 12 07:43:05 2021,2055196,car,2,4978,PCF0B5E85,PTE,VC965
1,Mon Aug 16 12:38:02 2021,2688320,car,2,4837,PCA10FFA0,PTC,VC965
1,Wed Aug  4 16:25:26 2021,4509179,truck,4,4876,PCDFCFF53,PTC,VCB43
1,Sun Aug 22 03:50:26 2021,8009184,truck,4,4459,PCD9CAD56,PTP,VCB43
1,Tue Aug  3 13:23:54 2021,9378564,truck,4,4243,PCC4F7DCE,PTE,VCB43
1,Tue Aug 17 07:51:18 2021,5414285,van,2,4698,PC8BCEB19,PTP,VCD2F
1,Mon Aug  9 14:19:00 2021,9482885,truck,4,4477,PCA857A23,PTC,VCB43
1,Tue Aug 10 04:03:48 2021,226824,car,2,4363,PC62E1338,PTC,VC965
1,Tue Aug 10 20:50:38 2021,6608771,truck,4,4719,PCBD66B01,PTE,VCB43
1,Fri Jul 30 02:44:16 2021,8017386,truck,4,4766,PCE36658B,PTC,VCB43
1,Mon Aug  2 15:15:58 2021,126909,car,2,4664,PC52D063A,PTE,VC965
1,Wed Aug  4 11:09:10 2021,2839846,truck,4,4768,PC7BEFC3B,PTE,VCB43
1,Thu Aug  5 07:49:53 2021,833041,car,2,4218,PC8DF4919,PTP,VC965
1,Tue Aug 10 14:23:33 2021,9349469,car,2,4831,PC0EC3E54,PTE,VC965
1,Tue Aug 10 21:14:07 2021,2380250,car,2,4012,PCEF5C190,PTC,VC965
1,Thu Aug 19 00:22:48 2021,4121107,van,2,4977,PCB077F18,PTC,VCD2F
1,Wed Aug 18 20:31:08 2021,7244230,car,2,4089,PC3CCA187,PTC,VC965
1,Mon Aug  9 16:12:33 2021,6860644,car,2,4231,PC016D687,PTP,VC965
1,Mon Aug 16 16:00:58 2021,3809719,truck,4,4899,PC4967767,PTE,VCB43
1,Tue Aug 17 22:52:16 2021,2696312,car,2,4976,PC5149039,PTE,VC965
1,Fri Aug  6 15:15:10 2021,9035254,car,2,4850,PC4061987,PTE,VC965
1,Thu Aug 12 02:55:35 2021,7248809,truck,4,4572,PCC9756B2,PTC,VCB43
1,Mon Aug  2 21:19:15 2021,7674003,truck,4,4820,PCC30C735,PTE,VCB43
1,Fri Aug  6 21:50:55 2021,2582592,car,2,4228,PC4F78F1B,PTP,VC965
1,Tue Aug  3 08:22:10 2021,642392,car,2,4402,PC85224D1,PTC,VC965
1,Fri Jul 30 19:11:34 2021,9922801,car,2,4216,PC53B475D,PTP,VC965
1,Wed Aug  4 04:29:34 2021,8960575,truck,4,4331,PC47300D9,PTC,VCB43
1,Sun Aug 15 21:35:54 2021,5184513,car,2,4402,PC85224D1,PTE,VC965
1,Wed Aug 18 15:21:37 2021,4599731,van,2,4046,PCAC345FD,PTP,VCD2F
1,Tue Aug 17 02:26:19 2021,7868102,car,2,4926,PCCBCFEDE,PTE,VC965
1,Mon Aug  2 00:04:44 2021,5516399,car,2,4283,PC953B572,PTE,VC965
1,Thu Aug 12 07:33:24 2021,2647112,van,2,4275,PC1DA31F7,PTP,VCD2F
1,Fri Aug 13 08:48:30 2021,7287156,truck,4,4564,PC29D136F,PTP,VCB43
1,Thu Aug 12 01:06:52 2021,8805942,car,2,4841,PCE45DE8D,PTP,VC965
1,Sun Aug 22 12:27:30 2021,9932368,car,2,4975,PC818101A,PTE,VC965
1,Wed Aug 11 14:25:54 2021,8494078,car,2,4306,PC5D6563A,PTE,VC965
1,Thu Aug  5 00:24:44 2021,595305,car,2,4349,PC5AB6779,PTP,VC965
1,Tue Aug  3 04:31:23 2021,5969448,truck,4,5006,PC7A260F1,PTP,VCB43
1,Thu Aug 12 00:04:07 2021,1720106,car,2,4050,PC822E359,PTP,VC965
1,Fri Aug 20 08:21:38 2021,1979691,car,2,4016,PCCD7399B,PTP,VC965
1,Sun Aug 15 21:02:49 2021,5112428,car,2,4963,PC704EF75,PTC,VC965
1,Mon Aug  9 16:50:22 2021,9870017,car,2,4901,PCE32D2F9,PTE,VC965
1,Sat Aug  7 12:57:38 2021,187946,car,2,4910,PC75BC2DF,PTE,VC965
1,Fri Aug 13 23:52:48 2021,9210479,car,2,4902,PC425C6EC,PTC,VC965
1,Sat Aug  7 14:50:37 2021,7608023,truck,4,4838,PCEECD973,PTE,VCB43
1,Sat Aug 21 22:06:21 2021,7906992,car,2,4124,PC3338D42,PTC,VC965
1,Sun Aug 22 08:43:38 2021,1820740,car,2,4133,PC30FC453,PTP,VC965
1,Wed Aug 18 10:24:48 2021,8119310,car,2,4907,PCCEEF65A,PTP,VC965
1,Mon Aug  9 02:56:45 2021,9398897,van,2,4426,PCC0E943C,PTP,VCD2F
1,Wed Aug 11 03:15:15 2021,4259801,van,2,4119,PC9EBEDB5,PTP,VCD2F
1,Thu Aug  5 01:04:22 2021,4398365,car,2,4115,PCF5D4B0A,PTP,VC965
1,Mon Aug 16 00:23:30 2021,4388357,car,2,4119,PC9EBEDB5,PTE,VC965
1,Sun Aug 22 03:24:44 2021,9955496,car,2,4057,PC4B0DCD2,PTP,VC965
1,Thu Aug 19 11:43:06 2021,651548,car,2,4007,PCDF9F773,PTE,VC965
1,Fri Aug  6 03:33:37 2021,8056394,car,2,4781,PC0D83A1E,PTP,VC965
1,Tue Aug 17 03:20:45 2021,2211603,van,2,4566,PC637A425,PTP,VCD2F
1,Thu Jul 29 13:36:38 2021,1605620,car,2,4039,PC73BE1E2,PTC,VC965
1,Mon Aug 16 23:39:54 2021,5425988,car,2,4068,PC55432DA,PTP,VC965
1,Fri Aug 20 15:02:07 2021,267009,van,2,4488,PC19D06B0,PTP,VCD2F
1,Sat Aug  7 15:21:16 2021,8487780,car,2,4762,PC1A3D20B,PTC,VC965
1,Thu Aug 12 10:05:20 2021,1376788,car,2,4637,PCE9C770E,PTC,VC965
1,Sat Aug 21 21:13:00 2021,8486928,car,2,4623,PCAA67227,PTC,VC965
1,Tue Aug 17 07:04:33 2021,831732,car,2,4030,PCA8A9AA8,PTE,VC965
1,Sun Aug  8 20:23:43 2021,1878798,car,2,4978,PCF0B5E85,PTE,VC965
1,Tue Aug 10 02:15:23 2021,2200855,car,2,4579,PC926F0A9,PTP,VC965
1,Mon Aug 16 03:18:12 2021,7261898,truck,4,4998,PCD9C5406,PTP,VCB43
1,Mon Aug  9 01:36:45 2021,2156552,car,2,4268,PC6CC51DA,PTP,VC965
1,Wed Aug 11 18:32:09 2021,7787489,car,2,4878,PC08F56A1,PTE,VC965
1,Thu Aug  5 11:06:22 2021,273188,car,2,4075,PC2125618,PTE,VC965
1,Sat Jul 31 09:16:01 2021,9730773,car,2,4669,PC36675CE,PTP,VC965
1,Sat Aug 21 14:48:41 2021,9280057,truck,4,4324,PC9C3D708,PTC,VCB43
1,Wed Aug 18 04:06:47 2021,9759910,car,2,4894,PCDADB8C6,PTP,VC965
1,Thu Aug 12 18:47:04 2021,3109388,car,2,4611,PC2EBEAB9,PTE,VC965
1,Mon Aug  9 10:52:53 2021,687719,van,2,4557,PC6C80A46,PTC,VCD2F
1,Sun Aug  1 03:58:39 2021,2868207,car,2,4604,PC0553E32,PTP,VC965
1,Sat Jul 31 00:24:00 2021,3843033,van,2,4813,PCACF7982,PTP,VCD2F
1,Sun Aug 15 03:47:08 2021,3999326,car,2,4564,PC29D136F,PTE,VC965
1,Sat Aug  7 06:53:35 2021,3752633,car,2,4985,PCCA71D2C,PTP,VC965
1,Sun Aug 15 17:06:54 2021,5999828,car,2,4993,PC0F0AB4E,PTE,VC965
1,Sun Aug  8 00:34:08 2021,3628767,car,2,4473,PC51FDD60,PTE,VC965
1,Thu Jul 29 14:13:00 2021,5838867,car,2,4395,PC6F25DF0,PTC,VC965
1,Fri Aug 20 22:57:29 2021,669022,truck,4,4789,PCBE8B2AB,PTE,VCB43
1,Fri Aug  6 19:53:04 2021,3461467,car,2,4070,PCEECA8B2,PTP,VC965
1,Mon Aug  9 02:17:10 2021,1720666,truck,4,5000,PCFE7F7FE,PTE,VCB43
1,Wed Aug 11 21:37:00 2021,7401182,car,2,4887,PC81776BA,PTC,VC965
1,Sat Aug 14 12:25:49 2021,5255067,car,2,4011,PC680DEC6,PTE,VC965
1,Wed Aug 11 15:01:42 2021,3305060,car,2,4845,PCEEC0DB3,PTE,VC965
1,Sat Aug  7 11:12:16 2021,929460,car,2,4251,PCB30E45F,PTC,VC965
1,Mon Aug 16 16:37:28 2021,3546229,car,2,4949,PC86E9EB7,PTC,VC965
1,Sun Aug  8 22:30:45 2021,6217377,car,2,4430,PC52EA95D,PTE,VC965
1,Sun Aug  1 11:22:12 2021,6919079,car,2,4308,PC94E7A96,PTE,VC965
1,Sun Aug  1 09:23:54 2021,8627108,car,2,4559,PC93AAEC9,PTC,VC965
1,Tue Aug 10 20:12:38 2021,5626312,car,2,4092,PC40C2E00,PTE,VC965
1,Sat Aug 21 01:02:29 2021,9106993,car,2,4738,PC06E9A80,PTE,VC965
1,Tue Aug  3 12:31:33 2021,9672787,car,2,4538,PCDE5402C,PTP,VC965
1,Sat Aug  7 22:45:08 2021,224884,van,2,4024,PC91E3A87,PTE,VCD2F
1,Wed Aug 11 00:16:13 2021,5241020,van,2,4586,PC4A40D50,PTE,VCD2F
1,Wed Aug 11 19:45:27 2021,781918,car,2,4411,PC3AA93E6,PTC,VC965
1,Sat Aug  7 18:17:42 2021,9713755,car,2,4783,PC9889263,PTP,VC965
1,Mon Aug 16 13:00:31 2021,5170251,car,2,4502,PCB2CC82C,PTE,VC965
1,Fri Aug  6 21:57:24 2021,357895,car,2,4754,PC99AE725,PTP,VC965
1,Sun Aug 22 12:23:55 2021,8292026,van,2,4452,PC8C7C5D7,PTC,VCD2F
1,Sun Aug  8 19:06:40 2021,6811083,car,2,4975,PC818101A,PTP,VC965
1,Fri Aug  6 20:44:08 2021,6131327,van,2,4138,PC79E328A,PTC,VCD2F
1,Sat Aug 14 10:17:52 2021,5008679,truck,4,4892,PC7AA5B2F,PTP,VCB43
1,Wed Aug 11 06:49:25 2021,4848191,truck,4,4823,PC89A3BCF,PTP,VCB43
1,Fri Aug  6 01:04:34 2021,791157,car,2,4978,PCF0B5E85,PTE,VC965
1,Sat Jul 31 01:11:48 2021,3501067,truck,4,4714,PC9B747F8,PTC,VCB43
1,Wed Aug  4 04:06:20 2021,2571468,truck,4,4393,PC93CE517,PTP,VCB43
1,Sat Aug 14 14:45:34 2021,4881293,car,2,4877,PC155D90A,PTE,VC965
1,Thu Aug 19 02:30:09 2021,3729824,car,2,4687,PC52E7369,PTP,VC965
1,Tue Aug 10 23:32:10 2021,8780569,car,2,4718,PC81E83B9,PTE,VC965
1,Tue Aug 10 23:51:09 2021,5122968,car,2,4027,PCE7A4F34,PTP,VC965
1,Thu Aug  5 13:35:34 2021,9291683,car,2,4962,PCF858E11,PTP,VC965
1,Sat Aug 21 02:30:56 2021,6287933,car,2,4665,PCF63C15F,PTP,VC965
1,Sun Aug 22 17:05:06 2021,208607,truck,4,4728,PC07BF95F,PTE,VCB43
1,Wed Aug 18 21:13:00 2021,5301333,car,2,4018,PCCB2657A,PTC,VC965
1,Fri Jul 30 11:34:03 2021,8728781,car,2,4904,PC36C6441,PTP,VC965
1,Fri Aug 13 05:17:39 2021,550414,car,2,4228,PC4F78F1B,PTP,VC965
1,Fri Aug 13 02:53:31 2021,8386973,truck,4,4785,PC787D664,PTE,VCB43
1,Wed Aug 11 08:47:22 2021,3983559,car,2,4162,PC51A39A7,PTC,VC965
1,Sat Jul 31 13:04:53 2021,4058953,car,2,4253,PC82A16E6,PTC,VC965
1,Fri Aug  6 14:14:26 2021,1464111,van,2,4361,PC2E0C888,PTE,VCD2F
1,Thu Aug 12 12:48:35 2021,3346180,car,2,4243,PCC4F7DCE,PTC,VC965
1,Thu Aug 19 01:17:17 2021,5726688,car,2,4608,PCACD1BEE,PTP,VC965
1,Sun Aug 15 01:55:09 2021,8794304,truck,4,4697,PCFDB2BA6,PTP,VCB43
1,Tue Aug  3 09:23:09 2021,7154268,truck,4,4884,PC3FB1BB6,PTP,VCB43
1,Sat Aug 14 12:14:17 2021,8920300,truck,4,4846,PCBABD060,PTP,VCB43
1,Thu Jul 29 18:57:44 2021,4485145,car,2,4151,PC0AB2B55,PTP,VC965
1,Wed Aug 18 15:40:40 2021,2070638,car,2,4877,PC155D90A,PTC,VC965
1,Wed Aug 11 15:48:19 2021,3213191,car,2,4062,PCDA37101,PTE,VC965
1,Thu Jul 29 20:40:24 2021,6009553,car,2,4740,PC04EDDB4,PTC,VC965
1,Wed Aug 11 17:56:05 2021,4525550,truck,4,4183,PCF5E7754,PTE,VCB43
1,Wed Aug  4 12:30:44 2021,6122862,truck,4,4370,PC70B7987,PTP,VCB43
1,Sat Aug 14 12:45:25 2021,3238284,car,2,4494,PC1592ACA,PTE,VC965
1,Sat Jul 31 11:49:20 2021,7691955,car,2,4339,PCDE1D204,PTP,VC965
1,Sat Jul 31 14:50:44 2021,263539,car,2,4136,PCA579A65,PTC,VC965
1,Thu Aug 12 11:22:04 2021,6581057,car,2,5003,PCAC9371E,PTE,VC965
1,Wed Aug  4 00:58:27 2021,6992288,car,2,4333,PCCCAD2AC,PTP,VC965
1,Mon Aug 16 09:54:53 2021,1178799,car,2,4436,PC0CF9451,PTE,VC965
1,Fri Aug 13 03:32:53 2021,9827902,van,2,4385,PC148C815,PTE,VCD2F
1,Fri Aug  6 17:45:52 2021,9208164,car,2,4942,PCD51A740,PTE,VC965
1,Fri Aug 13 15:02:32 2021,3660284,car,2,4023,PC77793DF,PTE,VC965
1,Sun Aug 15 01:51:01 2021,4168284,van,2,4042,PC5D4DE09,PTC,VCD2F
1,Wed Aug 11 17:11:06 2021,8870705,car,2,4647,PCDD56814,PTC,VC965
1,Thu Aug  5 07:21:35 2021,9713526,car,2,4610,PCA4D3E9B,PTP,VC965
1,Sat Aug  7 09:44:45 2021,4580178,car,2,4319,PCAD79413,PTE,VC965
1,Sat Jul 31 07:46:24 2021,2266444,car,2,4532,PC8DD921E,PTP,VC965
1,Thu Jul 29 14:34:34 2021,1920617,car,2,4866,PC3137434,PTE,VC965
1,Sun Aug 15 01:12:34 2021,9592860,car,2,4397,PCB070250,PTE,VC965
1,Sun Aug 22 04:43:08 2021,978706,truck,4,4348,PCD66314D,PTE,VCB43
1,Wed Aug 11 19:02:38 2021,4433962,car,2,4857,PC59F4E22,PTP,VC965
1,Sun Aug 22 01:06:50 2021,5280547,car,2,4151,PC0AB2B55,PTE,VC965
1,Sat Aug 21 00:32:31 2021,9608324,car,2,4518,PCC7B407A,PTC,VC965
1,Tue Aug 10 15:59:28 2021,7407420,car,2,4622,PCF31BD97,PTE,VC965
